,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
16074007,-23.2993824,-46.758814,Jardim Brasil,16074007.0,Araçatuba,,Rua Pedro Álvares Cabral,SP,[]
9561210,,,Boa Vista,9561210.0,São Caetano do Sul,,Avenida Teresa Campanella,SP,[]
13056078,-22.9930047,-47.1445924,Parque das Indústrias,13056078.0,Campinas,,Rua Augustinho Rodrigues de Faria,SP,[]
4006051,-23.5743375,-46.642219,Paraíso,4006051.0,São Paulo,- de 201/202 a 399/400,Rua Afonso de Freitas,SP,[]
3123050,,,Mooca,3123050.0,São Paulo,,Rua Carlos Venturi,SP,[]
13420003,-22.721194,-47.6212452,Jardim Brasília,13420003.0,Piracicaba,,Rua Garcia Rodrigues Bueno,SP,[]
12220070,,,Residencial Tatetuba,12220070.0,São José dos Campos,,Rua Paulo Foresti Werneck da Silva,SP,[]
18081090,,,Jardim Maria do Carmo,18081090.0,Sorocaba,,Rua Cônego José Bellotti,SP,[]
3984070,-23.6079773,-46.5120713,Jardim Planalto,3984070.0,São Paulo,,Rua Tapanazes,SP,[]
14080510,-24.0092393,-46.3988154,Campos Elíseos,14080510.0,Ribeirão Preto,,Rua Major Rubens Vaz,SP,[]
13096240,-22.9243163,-47.029971,Jardim Santa Eudóxia,13096240.0,Campinas,- até 798/799,Rua Elias de Oliveira Sabóia,SP,[]
6784310,-23.632435,-46.79733770000001,Jardim Freitas Júnior,6784310.0,Taboão da Serra,,Avenida José Paris,SP,[]
8371400,-23.5989969,-46.4219556,Jardim Marilu,8371400.0,São Paulo,,Rua Érico Semer,SP,[]
13059054,-22.9397602,-47.16076079999999,Jardim Florence,13059054.0,Campinas,,Rua Comendador João Guilhen Garcia,SP,[]
16074170,-23.5533197,-46.62378320000001,Novo Paraíso,16074170.0,Araçatuba,- de 1103/1104 a 1947/1948,Rua Wandenkolk,SP,[]
76824104,-8.7326441,-63.84875200000001,Aponiã,76824104.0,Porto Velho,- de 6526/6527 ao fim,Rua Jerônimo de Ornelas,RO,[]
3704015,-23.5169739,-46.552929,Jardim América da Penha,3704015.0,São Paulo,,Rua Kampala,SP,[]
4603039,-23.6290605,-46.6890401,Santo Amaro,4603039.0,São Paulo,,Rua João Pais,SP,[]
4445040,-22.7534827,-47.7373413,Vila Arriete,4445040.0,São Paulo,,Rua Itapuí,SP,[]
4241000,-23.6208556,-46.5875943,São João Clímaco,4241000.0,São Paulo,,Rua Cavalheiro Frontini,SP,[]
6663480,-23.5577487,-46.9394516,Parque Suburbano,6663480.0,Itapevi,,Rua dos Pernambucanos,SP,[]
5880330,-23.6846784,-46.79100510000001,Parque Independência,5880330.0,São Paulo,,Avenida da Moenda Velha,SP,[]
11707020,-24.0494717,-46.5383458,Caiçara,11707020.0,Praia Grande,,Rua Vicente Francisco Cirino,SP,[]
1504010,-23.5637131,-46.6396469,Liberdade,1504010.0,São Paulo,,Travessa Carneiro,SP,[]
13973243,-23.5663842,-46.825152,Parque da Felicidade,13973243.0,Itapira,,Rua das Araras,SP,[]
9931470,-24.211144,-46.8587508,Campanário,9931470.0,Diadema,,Rua Canário,SP,[]
13045120,-22.9479983,-47.0203539,Jardim Centenário,13045120.0,Campinas,,Rua Ademar Pereira de Barros,SP,[]
5570070,-23.5251134,-46.5273535,Jardim Amaralina,5570070.0,São Paulo,,Rua Isabel,SP,[]
2750060,-23.4937353,-46.6798397,Vila Carbone,2750060.0,São Paulo,,Rua Bacaxá,SP,[]
7243540,-23.4427139,-46.4137844,Parque das Nações,7243540.0,Guarulhos,,Rua Santa Maria do Salto,SP,[]
7987280,-23.2861171,-46.711698,Jardim Alegria,7987280.0,Francisco Morato,- de 1981/1982 a 2883/2884,Avenida Ouro Preto,SP,[]
6867300,-23.7545505,-46.80927120000001,Crispim,6867300.0,Itapecerica da Serra,,Rua Gilmar Viana,SP,[]
13273610,-23.6239407,-46.61346560000001,Parque das Colinas,13273610.0,Valinhos,,Avenida Presidente Tancredo Neves,SP,[]
1546050,-23.5807512,-46.625401,Jardim da Glória,1546050.0,São Paulo,,Rua Padre Luís Soriano,SP,[]
6810450,-23.2992883,-45.9794566,Jardim Casa Branca,6810450.0,Embu das Artes,,Avenida Mississipi,SP,[]
2840160,-23.478998800000006,-46.6898139,Parque São Luís,2840160.0,São Paulo,,Rua Professor Andrioli,SP,[]
18030000,-23.5049725,-47.4635502,Jardim Vergueiro,18030000.0,Sorocaba,,Avenida Barão de Tatuí,SP,[]
14783138,-20.5776226,-48.5718593,Diva,14783138.0,Barretos,,Avenida Doutor João Ferreira Lopes,SP,[]
5853310,-23.6582239,-46.7534355,Jardim Duprat,5853310.0,São Paulo,,Rua Holda Botto Malanconi,SP,[]
13472240,-22.3157845,-49.0300377,São Manoel,13472240.0,Americana,,Rua São Lucas,SP,[]
6243070,-22.7444507,-47.3453621,Jardim Elvira,6243070.0,Osasco,,Rua Camilo Castelo Branco,SP,[]
5539010,-23.5769188,-46.7294391,Conjunto Residencial Butantã,5539010.0,São Paulo,,Rua Paulo Ângelo Lanzarini,SP,[]
6341210,-23.6215288,-46.6529907,Parque Santa Teresa,6341210.0,Carapicuíba,,Rua Kalil Filho,SP,[]
8372209,-23.602424,-46.4381188,Jardim das Rosas (Iguatemi),8372209.0,São Paulo,,Rua Anecy Rocha,SP,[]
14402292,-23.0383403,-49.1547793,Jardim Brasilândia,14402292.0,Franca,,Rua Curitiba,SP,[]
6263170,,,Portal D'Oeste,6263170.0,Osasco,,Rua Doutor Edgard Magalhães Noronha,SP,[]
14077040,-21.1235559,-47.781586,Quintino Facci I,14077040.0,Ribeirão Preto,,Rua Fernando de Lazzari,SP,[]
9400330,,,Centro,9400330.0,Ribeirão Pires,(Jd S Cruz),Rua Doutor Ayrton Jairo França,SP,[]
4457000,-23.1885654,-46.8545034,Jardim Palmares (Zona Sul),4457000.0,São Paulo,,Rua Orestes Barbosa,SP,[]
8501340,-23.5426009,-46.358277,Jardim Juliana,8501340.0,Ferraz de Vasconcelos,,Rua Antônio Bernardino Correa,SP,[]
11665310,-23.6325173,-45.43100820000001,Indaiá,11665310.0,Caraguatatuba,- até 800/801,Avenida Rio Grande do Norte,SP,[]
8080360,-23.4892099,-46.4290982,Parque Paulistano,8080360.0,São Paulo,,Rua Paranacity,SP,[]
8690804,,,Cidade Miguel Badra,8690804.0,Suzano,,Rua Creusa Francisco Gomes da Silva,SP,[]
7159810,-23.3817339,-46.4016783,Parque Residencial Bambi,7159810.0,Guarulhos,,Rua Jovita de Quadros Goes,SP,[]
18085775,-23.4638597,-47.4360193,Jardim Dois Corações,18085775.0,Sorocaba,,Rua Nicolau Montalto,SP,[]
5136250,-23.4981002,-46.749912,Jardim Santo Elias,5136250.0,São Paulo,,Rua Jonas Eudoque dos Santos,SP,[]
13216646,,,Jardim Califórnia,13216646.0,Jundiaí,,Rua Eulinda Cardoso dos Santos,SP,[]
13185141,,,Vila Inema,13185141.0,Hortolândia,,Rua Adriana Aparecida Langer,SP,[]
6182040,,,Quitaúna,6182040.0,Osasco,,Rua Francisco Sgambatt,SP,[]
5777100,-23.6428205,-46.7444058,Vila Nova das Belezas,5777100.0,São Paulo,,Rua Manuel de Oliveira Falcão,SP,[]
18385000,,,,18385000.0,Itapirapuã Paulista,,,SP,[]
4330160,,,Vila Campestre,4330160.0,São Paulo,,Travessa Juan Ryba,SP,[]
13220340,-23.2122648,-46.838562,Jardim São Gonçalo,13220340.0,Várzea Paulista,,Rua João Tosin,SP,[]
13974090,,,Jardim Bela Vista,13974090.0,Itapira,,Rua Prefeito Antônio Caio,SP,[]
13421284,-22.7574522,-47.5994029,Pompéia,13421284.0,Piracicaba,(Parque Chapadão),Rua dos João de Barro,SP,[]
12220220,-24.24206435,-46.89176348658529,Vila Tatetuba,12220220.0,São José dos Campos,,Praça das Gaivotas,SP,[]
2961100,-23.4931078,-46.698947,Jardim Monjolo,2961100.0,São Paulo,,Rua Doutor Otávio Lobo,SP,[]
7916160,-23.2744744,-46.7573534,Jardim Meu Recanto,7916160.0,Francisco Morato,,Rua Víctor Hugo,SP,[]
3590170,-23.5456563,-46.4872525,Conjunto Habitacional Padre Manoel da Nóbrega,3590170.0,São Paulo,,Rua Irmão Nicolau da Fonseca,SP,[]
12010520,-23.0356733,-45.5677035,Vila das Jabuticabeiras,12010520.0,Taubaté,,Rua Claro Gomes,SP,[]
7182240,,,Jardim Castanha,7182240.0,Guarulhos,,Rua Alice de Brito Paiva,SP,[]
1417020,-23.6420109,-46.550758,Cerqueira César,1417020.0,São Paulo,,Alameda Tietê,SP,[]
4849210,-24.3092521,-47.0021654,Parque Residencial Cocaia,4849210.0,São Paulo,,Rua Rubens de Oliveira,SP,[]
13802042,,,Jardim Lago,13802042.0,Mogi Mirim,,Rua Pedro Bonaldo,SP,[]
7161050,-23.3988921,-46.4329856,Jardim IV Centenário,7161050.0,Guarulhos,,Rua Barra dos Mendes,SP,[]
13067430,-23.4419209,-46.7609333,Núcleo Habitacional Boa Vista (Nova Aparecida),13067430.0,Campinas,,Rua Wilson Batista,SP,[]
1308000,-23.5558529,-46.6505512,Bela Vista,1308000.0,São Paulo,,Rua Barata Ribeiro,SP,[]
13250170,-23.0076904,-46.8378513,Centro,13250170.0,Itatiba,,Rua Piza e Almeida,SP,[]
16980000,,,,16980000.0,Guaraçaí,,,SP,[]
13205380,-23.2476209,-46.85303560000001,Jardim Santa Gertrudes,13205380.0,Jundiaí,,Rua Jahyr Accyoli de Souza,SP,[]
6290060,,,Ayrosa,6290060.0,Osasco,,Rua Antônio Bertholdo de Oliveira,SP,[]
13060653,,,Jardim Yeda,13060653.0,Campinas,,Rua Angelina Lepinsk da Silva,SP,[]
3058040,-23.538885500000006,-46.5862292,Belenzinho,3058040.0,São Paulo,,Rua Irmã Carolina,SP,[]
13257490,-23.1380879,-46.4618753,Jardim Virgínia,13257490.0,Itatiba,,Rua João Franco de Camargo,SP,[]
2556150,-23.4989644,-46.6713193,Vila Barbosa,2556150.0,São Paulo,,Rua Maria Renata,SP,[]
16265000,,,,16265000.0,Brejo Alegre,,,SP,[]
79010340,-20.4351418,-54.6009532,Coronel Antonino,79010340.0,Campo Grande,,Rua Coronel Zózimo,MS,[]
9760410,-23.6976051,-46.5370587,Baeta Neves,9760410.0,São Bernardo do Campo,,Rua Oséas de Paula Campos,SP,[]
3891010,-23.5140308,-46.4903922,Vila Santa Lúcia,3891010.0,São Paulo,,Rua Barra do Araquari,SP,[]
18115680,-23.5627274,-47.4500781,Vila Rodrigues,18115680.0,Votorantim,,Rua José Benedito das Neves,SP,[]
2961030,-23.4920799,-46.697824,Jardim Monjolo,2961030.0,São Paulo,,Rua Nazário Pagano,SP,[]
17047144,-22.3342332,-49.0442119,Jardim Auri Verde,17047144.0,Bauru,,Rua Christiano Pagani,SP,[]
14401380,-20.5295171,-47.3775766,Santo Agostinho,14401380.0,Franca,,Rua Padres Agostinianos,SP,[]
14706084,-20.4230133,-49.9812199,Vila Lourdes Hortal,14706084.0,Bebedouro,- até 73/74,Rua Uruguai,SP,[]
4434000,-23.6825438,-46.6678085,Jardim Orly,4434000.0,São Paulo,,Rua Samuel Arnold,SP,[]
3074000,-23.5237896,-46.558499,Vila Moreira,3074000.0,São Paulo,,Avenida Condessa Elisabeth de Robiano,SP,[]
14171110,-21.1505016,-47.987203,Jardim Recreio dos Bandeirantes,14171110.0,Sertãozinho,,Rua Fábio Severo de Lima,SP,[]
19814220,-22.6528854,-50.4084763,Vila Fiuza,19814220.0,Assis,,Rua Coronel Fiuza,SP,[]
6680647,-23.5825393,-46.9155626,Jardim Cruzeiro,6680647.0,Itapevi,,Rua Córdoba,SP,[]
13181430,-22.8413563,-47.1901905,Jardim Denadai (Nova Veneza),13181430.0,Sumaré,,Rua Valdemar Severino da Silva,SP,[]
11525010,-22.8729032,-47.02540250000001,Vila Nova,11525010.0,Cubatão,,Rua Dom Idílio José Soares,SP,[]
4891270,-23.8883051,-46.7485474,Engenheiro Marsilac,4891270.0,São Paulo,,Estrada da Ponte Alta,SP,[]
19020360,-22.1067101,-51.3955039,Vila Maristela,19020360.0,Presidente Prudente,- até 1319/1320,Rua Coronel Albino,SP,[]
13058181,-22.9640241,-47.1984138,Conjunto Residencial Parque São Bento,13058181.0,Campinas,,Avenida Frei Damião,SP,[]
4835180,-23.7373119,-46.7061591,Jardim Angelina,4835180.0,São Paulo,,Rua Meca,SP,[]
13188165,-22.7564239,-47.6092764,Jardim Amanda II,13188165.0,Hortolândia,,Rua Leila Diniz,SP,[]
6845100,-23.6492956,-46.8890761,Caminho do Indio,6845100.0,Embu das Artes,,Rua Caminho do Índio,SP,[]
1222001,-23.5453472,-46.65031320000001,Vila Buarque,1222001.0,São Paulo,- lado ímpar,Rua Major Sertório,SP,[]
19210000,,,,19210000.0,Tarabai,,,SP,[]
3374000,-23.5789999,-46.5424761,Sapopemba,3374000.0,São Paulo,- de 3742/3743 a 5300/5301,Avenida Sapopemba,SP,[]
4045001,-23.6260158,-46.6410864,Mirandópolis,4045001.0,São Paulo,- de 0603 a 1001 - lado ímpar,Avenida Jabaquara,SP,[]
13976300,,,Loteamento Conjunto Habitacional Antônio Assad Alcici,13976300.0,Itapira,,Avenida Ângelo Bertini,SP,[]
11800000,,,,11800000.0,Juquiá,,,SP,[]
9690030,-22.9131464,-45.4268683,Paulicéia,9690030.0,São Bernardo do Campo,,Rua Gino Amadei,SP,[]
2189040,-23.5080686,-46.5668821,Parque Novo Mundo,2189040.0,São Paulo,,Rua Soldado Hilário Decimo Zanesco,SP,[]
5138100,-23.4868325,-46.7339392,Jardim Líbano,5138100.0,São Paulo,,Rua Francisco Savério Orlandi,SP,[]
18701200,-21.7091625,-46.827859,Braz I,18701200.0,Avaré,- de 1502/1503 ao fim,Rua Rio de Janeiro,SP,[]
38701308,-18.574003,-46.5268831,Nossa Senhora das Graças,38701308.0,Patos de Minas,,Rua José Caixeta,MG,[]
8090340,-23.4762944,-46.42321629999999,Jardim Helena,8090340.0,São Paulo,,Rua Domingos Trigueiros,SP,[]
12225864,-23.1960134,-45.7928011,Residencial Dom Bosco,12225864.0,São José dos Campos,,Rua Doutor Antonio Mazzuco,SP,[]
3721070,-23.501341,-46.5252065,Cangaíba,3721070.0,São Paulo,,Rua Belchior de Melo,SP,[]
18276841,-23.361775,-47.8676458,São Judas Tadeu,18276841.0,Tatuí,,Rua Cassimiro Martins Siqueira,SP,[]
14094082,,,Jardim Juliana,14094082.0,Ribeirão Preto,,Rua Ângelo Vicente Batiston,SP,[]
13056130,-22.9907232,-47.1440826,Jardim Melina I,13056130.0,Campinas,,Avenida Joseph Gorsin,SP,[]
3820110,-23.4945942,-46.5015131,Vila Sílvia,3820110.0,São Paulo,,Rua São José do Belmonte,SP,[]
13222140,,,Vila Real,13222140.0,Várzea Paulista,,Travessa Ilha Bela,SP,[]
2618220,-23.4653129,-46.6490758,Vila Amália (Zona Norte),2618220.0,São Paulo,,Rua Teixeira de Queiroz,SP,[]
19920000,,,,,,,,,[]
14056863,,,Jardim Paiva,14056863.0,Ribeirão Preto,,Rua Horácio Martini,SP,[]
3018000,-23.5388988,-46.6066881,Brás,3018000.0,São Paulo,,Rua João Boemer,SP,[]
6815300,-23.0448259,-45.5500818,Jardim Valo Verde,6815300.0,Embu das Artes,- de 185/186 a 1924/1925,Rua São Caetano,SP,[]
18045290,-22.8621908,-47.15801629999999,Jardim Europa,18045290.0,Sorocaba,,Rua Espanha,SP,[]
13207381,-23.2070508,-46.8861071,Jardim Bonfiglioli,13207381.0,Jundiaí,,Rua Manoel Rocha,SP,[]
18071307,-23.4729334,-47.5049094,Lopes de Oliveira,18071307.0,Sorocaba,,Rua Henrique Carrara Amaral Rogick,SP,[]
13030580,-22.9284907,-47.0731371,São Bernardo,13030580.0,Campinas,,Rua Doutor Alves do Banho,SP,[]
14093470,,,Parque São Sebastião,14093470.0,Ribeirão Preto,,Rua Fuad Salim,SP,[]
18276120,,,Loteamento Modena,18276120.0,Tatuí,,Rua Donato Flores,SP,[]
17519150,,,Fragata,17519150.0,Marília,,Rua Horácio Nakadaira,SP,[]
13096760,-22.927829100000004,-47.03241720000001,Jardim Santa Eudóxia,13096760.0,Campinas,,Rua Panfílio Sabatini,SP,[]
14178208,-21.1092781,-48.02608170000001,Conjunto Habitacional Áurea Mendes Gimenes,14178208.0,Sertãozinho,,Rua Jovita Maria de Jesus Souza,SP,[]
5850125,-23.6559722,-46.754715,Parque Santo Antônio,5850125.0,São Paulo,,Rua Radialista Nascim Filho,SP,[]
6385210,-22.776812600000003,-47.3439725,Parque Roseira,6385210.0,Carapicuíba,,Rua Cosmópolis,SP,[]
15890000,,,,15890000.0,Uchoa,,,SP,[]
14210000,,,,14210000.0,Luís Antônio,,,SP,[]
13904400,-21.4827929,-47.0095156,Jardim Figueira,13904400.0,Amparo,,Rua El Salvador,SP,[]
13401200,,,Paulista,13401200.0,Piracicaba,,Rua Jorge Pacheco e Chaves,SP,[]
3678070,-23.5161836,-46.4880391,Vila São Francisco (Zona Leste),3678070.0,São Paulo,,Rua Santana do Garambeu,SP,[]
4430070,-23.6885255,-46.6458664,Vila Missionária,4430070.0,São Paulo,,Avenida Bento XV,SP,[]
13343100,,,Jardim Pedroso,13343100.0,Indaiatuba,,Alameda Doutor José Cardeal,SP,[]
3689040,-23.5290889,-46.4814798,Jardim Nordeste,3689040.0,São Paulo,,Rua Sertão de Cajazeiras,SP,[]
4884000,-23.8114336,-46.724518,Parelheiros,4884000.0,São Paulo,,Rua Amaro Alves do Rosário,SP,[]
9931210,-23.2229637,-45.87670479999999,Campanário,9931210.0,Diadema,,Rua Parnaíba,SP,[]
3490000,-23.5874339,-46.4836097,Vila Califórnia,3490000.0,São Paulo,- lado par,Avenida Aricanduva,SP,[]
15503250,-22.47669,-48.969219,Parque das Nações,15503250.0,Votuporanga,,Rua Grécia,SP,[]
6768200,-23.7806277,-46.9155881,Cidade Intercap,6768200.0,Taboão da Serra,"- do km 271,002 ao km 272,001",Rodovia Regis Bittencourt,SP,[]
6826490,-20.4233552,-49.9697505,Jardim Novo Campo Limpo,6826490.0,Embu das Artes,,Rua Tietê,SP,[]
13309600,-23.623849,-46.7570186,Parque Industrial,13309600.0,Itu,,Rua Maniçoba,SP,[]
14806734,-21.735601000000006,-48.1566064,Jardim Adalberto Frederico de Oliveira Roxo I,14806734.0,Araraquara,,Avenida Cidade Cândido Rodrigues,SP,[]
12311160,,,Parque Califórnia,12311160.0,Jacareí,,Rua Antônio Lellis Vieira,SP,[]
13081130,-22.8564828,-47.0725914,Vila Costa e Silva,13081130.0,Campinas,,Rua dos Apiacás,SP,[]
6653140,,,Jardim Itapevi,6653140.0,Itapevi,,Avenida Ana Araújo Castro,SP,[]
38037040,-19.77312,-47.9217528,Parque das Gameleiras,38037040.0,Uberaba,- de 845/846 ao fim,Rua Professora Edith Franca,MG,[]
13232553,-20.7927878,-49.2299408,Parque Internacional,13232553.0,Campo Limpo Paulista,,Rua das Dálias,SP,[]
8696130,-15.6399333,-55.98360450000001,Jardim Varan,8696130.0,Suzano,,Rua Paulo Sampaio,SP,[]
4475490,,,Parque Doroteia,4475490.0,São Paulo,,Rua Doutor Carlos de Rezende Enout,SP,[]
12227520,-23.5699001,-46.6356918,Jardim da Granja,12227520.0,São José dos Campos,,Rua Urano,SP,[]
2721000,-23.4744188,-46.6675084,Limão,2721000.0,São Paulo,- até 1011 - lado ímpar,Avenida Deputado Emílio Carlos,SP,[]
13334070,-22.9253188,-45.4695454,Cidade Nova I,13334070.0,Indaiatuba,,Rua Paul Harris,SP,[]
12090480,-23.3374543,-46.91996470000001,Granjas Panorama,12090480.0,Taubaté,,Rua Lindóia,SP,[]
9840450,-23.7370084,-46.5709185,Dos Casa,9840450.0,São Bernardo do Campo,(Jd Detroit),Avenida Jerônymo Moratti,SP,[]
2256160,-23.4758587,-46.5855769,Vila Constança,2256160.0,São Paulo,,Rua Francisco Zanela,SP,[]
14165396,-21.1091324,-47.9829391,Conjunto Habitacional José Garcia da Costa - Zé Garcia,14165396.0,Sertãozinho,,Rua José Theodoro dos Santos,SP,[]
14876190,-21.2402273,-48.3370768,Jardim Boa Vista,14876190.0,Jaboticabal,,Rua Rene Calvetti,SP,[]
6270330,-23.3377189,-46.8277684,Vila Menck,6270330.0,Osasco,,Rua Poá,SP,[]
13611390,-22.190366600000004,-47.3798778,Jardim Santa Rita,13611390.0,Leme,,Rua Constantino Afonso Pinck,SP,[]
12235340,-23.2359083,-45.8991643,Jardim América,12235340.0,São José dos Campos,,Rua Mar Del Plata,SP,[]
12943260,-23.1295406,-46.568135,Jardim Alvinópolis,12943260.0,Atibaia,,Rua Yunes Demétrio Sabbag,SP,[]
2423080,,,Jardim Carlu,2423080.0,São Paulo,,Rua Andamarca,SP,[]
5565000,-23.5986723,-46.7846733,Jardim Arpoador,5565000.0,São Paulo,,Avenida General Asdrúbal da Cunha,SP,[]
13903175,-22.712348,-46.7663069,Parque Rodrigues,13903175.0,Amparo,,Rua Armando Bartolomeu,SP,[]
4809070,-23.7190244,-46.6973833,Terceira Divisão de Interlagos,4809070.0,São Paulo,,Avenida Doutor Sebastião Medeiros,SP,[]
13412470,-22.9541853,-45.488219,Bosque dos Lenheiros,13412470.0,Piracicaba,,Rua das Amendoeiras,SP,[]
13084420,-23.5194144,-46.1393688,Jardim América,13084420.0,Campinas,,Rua Antônio Marques de Oliveira,SP,[]
14405203,-20.514079100000004,-47.4022507,Estação,14405203.0,Franca,,Rua Carlos de Vilhena,SP,[]
4470185,-23.5976773,-46.8284021,Jardim Apurá,4470185.0,São Paulo,,Rua Salvador Dali,SP,[]
2534010,-23.4964781,-46.6531472,Parque Peruche,2534010.0,São Paulo,,Rua Doutor Ignácio Proença de Gouveia,SP,[]
16500000,,,,16500000.0,Cafelândia,,,SP,[]
8411145,-23.550037,-46.4106067,Vila Zefira,8411145.0,São Paulo,,Rua Coronel Manuel Machado,SP,[]
14980000,,,,14980000.0,Sales,,,SP,[]
3717125,,,Cangaíba,3717125.0,São Paulo,,Travessa Lélia Gonzalez,SP,[]
17060230,-20.9097886,-49.7788705,Jardim Bela Vista,17060230.0,Bauru,,Rua Carlos Marques,SP,[]
17522370,,,Núcleo Habitacional Nova Marília,17522370.0,Marília,,Rua José Froio,SP,[]
4269001,-23.5887773,-46.6128987,Vila Dom Pedro I,4269001.0,São Paulo,- de 1551/1552 ao fim,Rua Gama Lobo,SP,[]
13424070,-22.7494986,-47.6474285,Paulicéia,13424070.0,Piracicaba,,Rua Antônio Bacchi,SP,[]
79640050,,,Interlagos,79640050.0,Três Lagoas,,Rua José Goulart Pereira,MS,[]
8410490,,,Vila Santa Cruz (Zona Leste),8410490.0,São Paulo,,Rua Diaulas Parreiras,SP,[]
4113001,-23.5839675,-46.6265173,Vila Mariana,4113001.0,São Paulo,- de 265/266 ao fim,Rua Colônia da Glória,SP,[]
3977700,,,Fazenda da Juta,3977700.0,São Paulo,,Rua João Batista Blache,SP,[]
79610290,,,Jardim Alvorada,79610290.0,Três Lagoas,- de 1135/1136 ao fim,Rua Benedito Soares da Motta,MS,[]
8598455,-8.0441363,-34.915586600000005,Conjunto Habitacional Jardim Odete II,8598455.0,Itaquaquecetuba,,Rua Cristiano Cordeiro,SP,[]
18701500,-23.109685,-48.9142067,Vila Martins II,18701500.0,Avaré,,Rua Professor Francisco Rodrigues dos Santos,SP,[]
13181380,-22.8426736,-47.1936782,Jardim Denadai (Nova Veneza),13181380.0,Sumaré,,Rua Filomeno Gonçalves de Souza,SP,[]
14807360,-21.7980675,-48.1530543,Yolanda Opice,14807360.0,Araraquara,,Avenida Augusto Munhoz Perez,SP,[]
15600970,-20.2849456,-50.2472525843575,Centro,15600970.0,Fernandópolis,,Avenida Primo Angelucci 111,SP,[]
5280000,-23.4388755,-46.7693943,Residencial Sol Nascente,5280000.0,São Paulo,,Estrada de Ligação,SP,[]
8022340,-23.4938244,-46.4287618,Jardim Santo Elias (São Miguel),8022340.0,São Paulo,- de 1161/1162 ao fim,Rua Santa Rosa de Lima,SP,[]
2208010,-23.4821749,-46.58595560000001,Vila Medeiros,2208010.0,São Paulo,,Rua Gertrudes,SP,[]
5386240,-23.5666983,-46.7614353,Rio Pequeno,5386240.0,São Paulo,,Rua Dedaleiro,SP,[]
17620005,,,Centro(Parnaso),17620005.0,Tupã,- lado par,Avenida Aristides Dinamarco,SP,[]
16013318,-21.2180314,-50.4139134,Concórdia I,16013318.0,Araçatuba,,Rua Vicentina Marques Gomes,SP,[]
15056750,-20.7698341,-49.3305318,Condomínio Residencial Parque da Liberdade I,15056750.0,São José do Rio Preto,- de 2000 ao fim - lado par,Avenida José da Silva Sé,SP,[]
13405006,-22.7074495,-47.6694432,Nova Piracicaba,13405006.0,Piracicaba,,Rua João Ducatti,SP,[]
38702018,,,São Francisco,38702018.0,Patos de Minas,,Rua Ruy Correa,MG,[]
9280260,-24.2774506,-46.9715933,Vila Curuçá,9280260.0,Santo André,- até 639/640,Rua Lituânia,SP,[]
11675661,,,Rio do Ouro,11675661.0,Caraguatatuba,,Rua Benedito Laurindo de Oliveira,SP,[]
7856210,-23.3230354,-46.7002191,Parque Vitória,7856210.0,Franco da Rocha,,Rua Varsóvia,SP,[]
7051010,-23.4659037,-46.551757,Jardim Tranqüilidade,7051010.0,Guarulhos,,Travessa Batola,SP,[]
4127000,-23.6016821,-46.6252726,Bosque da Saúde,4127000.0,São Paulo,- até 473/474,Rua Padre Machado,SP,[]
7912010,-23.0308549,-45.5741571,Parque Climateric Rolland,7912010.0,Francisco Morato,,Rua Franca,SP,[]
8295380,-23.4411839,-46.5285955,Itaquera,8295380.0,São Paulo,,Rua Abelardo Luz,SP,[]
8532320,-23.730281100000006,-46.3933405,Vila Sofia,8532320.0,Ferraz de Vasconcelos,,Rua Joaquim Lopes,SP,[]
4232000,-23.6319091,-46.5838389,Ipiranga,4232000.0,São Paulo,- até 2499/2500,Estrada das Lágrimas,SP,[]
13202252,-23.2069765,-46.86804779999999,Vila Progresso,13202252.0,Jundiaí,- de 0981/982 a 1495/1496,Avenida Samuel Martins,SP,[]
2378130,,,Horto Florestal,2378130.0,São Paulo,,Rua Fructuoso Viana,SP,[]
2443040,-23.4720003,-46.64762929999999,Lauzane Paulista,2443040.0,São Paulo,,Avenida Lauzane Paulista,SP,[]
17211120,-23.6675047,-46.704539,Chácara Peccioli,17211120.0,Jaú,,Rua Doutor Álvaro Gomes dos Reis,SP,[]
12242460,-23.1997695,-45.9083667,Jardim Esplanada,12242460.0,São José dos Campos,,Rua Professor Roberval Froes,SP,[]
8150310,-23.5244643,-46.413593,Jardim Robru,8150310.0,São Paulo,- de 301 ao fim - lado ímpar,Rua Cônego Antônio Manzi,SP,[]
8595590,-23.4733683,-46.307459,Jardim do Vale,8595590.0,Itaquaquecetuba,,Rua Ermelino Matarazzo,SP,[]
4295001,-23.6221661,-46.6043047,Vila Vera,4295001.0,São Paulo,- de 451/452 ao fim,Avenida Coronel José Pires de Andrade,SP,[]
13485026,-23.3488302,-47.8397738,Vila Queiroz,13485026.0,Limeira,,Rua Santa Cecília,SP,[]
5574180,-23.5853343,-46.8047048,Conjunto Promorar Raposo Tavares,5574180.0,São Paulo,,Travessa Cachoeira do Preto,SP,[]
19640000,,,,19640000.0,Iepê,,,SP,[]
13416150,-23.2107641,-46.8270507,São Dimas,13416150.0,Piracicaba,,Avenida Duque de Caxias,SP,[]
13421450,-22.7698849,-47.5946445,CECAP,13421450.0,Piracicaba,,Avenida Eurico Gaspar Dutra,SP,[]
37503158,-22.4351328,-45.4649812,Santo Antônio,37503158.0,Itajubá,- até 534/535,Avenida Ana Carneiro Renno,MG,[]
