,lat,lng,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
14093380,-23.5080224,-46.4831702,Parque São Sebastião,14093380.0,Ribeirão Preto,,Rua Sebastião Fernandes,SP,[]
9112075,,,Parque Marajoara,9112075.0,Santo André,,Rua Professor Edgar Vieira de Lima,SP,[]
12213220,-23.1510771,-45.9120299,Recanto Caeté,12213220.0,São José dos Campos,,Rua Ângelo Galo,SP,[]
12321440,-23.294072600000003,-45.9874745,Jardim Emília,12321440.0,Jacareí,,Rua Antenor Nascimento Pereira,SP,[]
13630138,-22.7300982,-47.6451829,Centro,13630138.0,Pirassununga,,Rua Dom Pedro II,SP,[]
4207002,-23.5970946,-46.6019761,Ipiranga,4207002.0,São Paulo,- de 1541/1542 ao fim,Rua Lino Coutinho,SP,[]
8140240,-23.5083163,-46.4002984,Jardim Jaraguá (Itaim Paulista),8140240.0,São Paulo,,Rua Morro da Capoaba,SP,[]
2417022,,,Jardim Paraíso,2417022.0,São Paulo,,Rua Doutor Orlando Zamiti Mammana,SP,[]
13073330,-22.8917023,-47.071218,Jardim Guanabara,13073330.0,Campinas,,Rua Frei Antônio de Pádua,SP,[]
5813045,-23.7121881,-46.738268100000006,Jardim São Luís,5813045.0,São Paulo,,Rua Um,SP,[]
13480171,-20.8223938,-49.5184561,Centro,13480171.0,Limeira,- de 202/203 ao fim,Rua Treze de Maio,SP,[]
8050760,-23.5096727,-46.46271220000001,Jardim das Camélias,8050760.0,São Paulo,,Rua Paranapoema,SP,[]
4252040,-23.614759600000006,-46.5958215,Sacomã,4252040.0,São Paulo,,Rua Araújo Gondim,SP,[]
4960130,-23.732054,-46.7895161,Jardim Capela,4960130.0,São Paulo,,Rua Escaravelho de Ouro,SP,[]
11035071,-23.9853755,-46.305362,Ponta da Praia,11035071.0,Santos,- lado ímpar,Rua Enguaguaçu,SP,[]
4672010,-23.6589029,-46.6985856,Jardim Bélgica,4672010.0,São Paulo,,Rua Humberto de Queirós,SP,[]
1243001,-23.4253358,-46.5859083,Consolação,1243001.0,São Paulo,- lado ímpar,Rua Sergipe,SP,[]
17208081,,,Jardim Netinho Prado,17208081.0,Jaú,- de 392/393 ao fim,Rua Doutor Antônio Neves Almeida Prado,SP,[]
13632000,-23.6749076,-46.1844842,Vila Braz,13632000.0,Pirassununga,,Rua Santo Antônio,SP,[]
5624100,-23.5975961,-46.7273058,Vila Morse,5624100.0,São Paulo,,Rua Rui Pinto,SP,[]
17063120,-22.3145456,-49.0876696,Vila Gonçalves,17063120.0,Bauru,- de Quadra 11 ao fim,Rua Fernando Zuicker,SP,[]
17990000,,,,17990000.0,Paulicéia,,,SP,[]
13059303,-22.9414815,-47.1810235,Jardim Sul América,13059303.0,Campinas,,Rua Attilio Garcia Oliveira,SP,[]
4849006,-23.741387600000003,-46.6690741,Parque Residencial Cocaia,4849006.0,São Paulo,,Travessa Jameleiro,SP,[]
7179201,,,Jardim Ponte Alta I,7179201.0,Guarulhos,,Rua Ramira Rodrigues Zaccardi,SP,[]
8550210,-23.5229742,-46.3442129,Centro,8550210.0,Poá,,Rua Marina La Regina,SP,[]
4785150,-23.6907152,-46.7094958,Jardim Santa Helena,4785150.0,São Paulo,,Rua João Teizen Sobrinho,SP,[]
11090040,-23.9324997,-46.3719961,Chico de Paula,11090040.0,Santos,,Rua Doutor Zelnor Paiva Magalhães,SP,[]
3581190,-23.5565734,-46.4980909,Jardim Fernandes,3581190.0,São Paulo,,Rua Domingos José Pelegi,SP,[]
18775000,,,,18775000.0,Iaras,,,SP,[]
8151400,-23.513379,-46.4089245,Jardim Carolina,8151400.0,São Paulo,,Rua Santo Antônio de Entre Rios,SP,[]
6719460,-23.6195447,-46.9293966,Jardim Petrópolis,6719460.0,Cotia,,Rua dos Coqueirais,SP,[]
8655440,-23.5908268,-46.3063376,Vila Helena,8655440.0,Suzano,,Rua Kazumi Inoue,SP,[]
8490011,-23.5663165,-46.4106299,Vila Hortência,8490011.0,São Paulo,,Rua Barão Antônio Luís de Tefé,SP,[]
4933040,-23.6813982,-46.7643894,Jardim Santa Zélia,4933040.0,São Paulo,,Rua da Gaita de Foles,SP,[]
16011180,-21.2061621,-50.4228609,Novo Umuarama,16011180.0,Araçatuba,,Rua Alfredo Castilho,SP,[]
3816030,,,Jardim Verônia,3816030.0,São Paulo,,Rua Luiz Corro,SP,[]
13060072,-22.9218212,-47.1093215,Jardim Paulicéia,13060072.0,Campinas,- de 350/351 ao fim,Rua Jornalista Ernesto Napoli,SP,[]
6820450,-23.6586497,-46.7999811,Jardim Santa Emília,6820450.0,Embu das Artes,- de 2965/2966 ao fim,Rua Augusto de Almeida Batista,SP,[]
16050110,-23.0234377,-45.5424459,São Vicente,16050110.0,Araçatuba,- até 281/282,Rua Guaianazes,SP,[]
2969090,-23.4849825,-46.7137527,Jardim São José (Zona Norte),2969090.0,São Paulo,,Rua Eratóstenes Azevedo,SP,[]
14409123,-20.5132386,-47.3926433,Vila Totoli,14409123.0,Franca,,Rua Antônio Alves Taveira,SP,[]
5872050,-23.684129,-46.7759432,Jardim São Bento Novo,5872050.0,São Paulo,,Rua Diego de Siloe,SP,[]
2815060,-23.4457023,-46.71540170000001,Conjunto Residencial Elisio Teixeira Leite,2815060.0,São Paulo,,Rua Diógenes Dourado,SP,[]
5570150,-23.6045806,-46.800248,Jardim Amaralina,5570150.0,São Paulo,,Rua Albano José Pires,SP,[]
18025130,-23.5129498,-47.4461381,Vila Assis,18025130.0,Sorocaba,,Rua Capitão Padilha de Camargo,SP,[]
13401533,-22.7537009,-47.6566766,Monte Líbano,13401533.0,Piracicaba,(Jardim São Paulo),Rua Princesa Amélia,SP,[]
13041903,-22.1303434,-51.4005093419705,Ponte Preta,13041903.0,Campinas,,Avenida da Saudade 500,SP,[]
6665540,-23.559117,-46.9534076,Vila Recanto Paulistano,6665540.0,Itapevi,,Rua Joaquim Passos Rosa,SP,[]
4335110,-22.993919100000006,-45.5586003,Americanópolis,4335110.0,São Paulo,,Rua Ômega,SP,[]
13348883,-23.0963166,-47.2344459,Jardim Regina,13348883.0,Indaiatuba,,Rua Hermínio Steffen,SP,[]
6852140,-23.0326742,-45.5787369,Parque Paraíso,6852140.0,Itapecerica da Serra,,Rua Suécia,SP,[]
2242000,-23.4958126,-46.6105797,Parada Inglesa,2242000.0,São Paulo,- de 2651/2652 a 2992/2993,Avenida General Ataliba Leonel,SP,[]
6150400,,,Metalúrgicos,6150400.0,Osasco,,Rua João Vieira Cassiano Júnior,SP,[]
13573013,,,Cidade Aracy,13573013.0,São Carlos,,Rua Antônio Prata Vieira,SP,[]
1215010,-23.5362579,-46.6463179,Campos Elíseos,1215010.0,São Paulo,,Rua Helvétia,SP,[]
6824035,-20.7903686,-49.3968881,Jardim Ângela,6824035.0,Embu das Artes,,Rua Santana do Parnaíba,SP,[]
14804018,,,Jardim Residencial Paraíso,14804018.0,Araraquara,,Rua Bento Ramalho Machado,SP,[]
2567150,-23.4802337,-46.66924,Conjunto Habitacional Vila Nova Cachoeirinha,2567150.0,São Paulo,,Travessa Henry Dale,SP,[]
13059620,-22.9314094,-47.1635652,Cidade Satélite Íris,13059620.0,Campinas,,Rua Benedita Iny de Ávila,SP,[]
16403375,-21.699274600000006,-49.7456103,Núcleo Habitacional Monsenhor Pasetto,16403375.0,Lins,,Rua Tereza Filard Cucolo,SP,[]
1309020,-23.5534763,-46.6598521,Consolação,1309020.0,São Paulo,,Rua Matias Aires,SP,[]
2220000,-23.2259035,-45.8752029,Vila Medeiros,2220000.0,São Paulo,- até 423/424,Rua Itamonte,SP,[]
17055050,-22.3392605,-49.1059504,Vila Jardim Celina,17055050.0,Bauru,,Rua Alexandre Favero,SP,[]
4383070,-23.660254,-46.6578209,Jardim Jabaquara,4383070.0,São Paulo,,Rua Antônio Covello,SP,[]
14094130,,,Jardim Helena,14094130.0,Ribeirão Preto,,Rua Brenno Venâncio Martins Sobrinho,SP,[]
11065740,-22.7644962,-47.6273576,José Menino,11065740.0,Santos,(Morro do José Menino),Rua F,SP,[]
7190000,-23.4581106,-46.4926902,Vila Miriam,7190000.0,Guarulhos,- de 1591/1592 a 3499/3500,Avenida Monteiro Lobato,SP,[]
12030050,-23.0343388,-45.5644373,Jardim das Nações,12030050.0,Taubaté,,Rua Colégio Nossa Senhora do Bom Conselho,SP,[]
79540970,,,Centro,79540970.0,Cassilândia,,Rua Doutor Manoel Tomaz da Silva 657,MS,[]
2354370,-23.4542335,-46.60413970000001,Parque Ramos Freitas,2354370.0,São Paulo,,Rua Manoel Simões da Silva,SP,[]
9351140,-22.3190564,-49.027263,Parque das Américas,9351140.0,Mauá,,Rua São Domingos,SP,[]
2259080,-23.4726123,-46.581502,Vila Constança,2259080.0,São Paulo,,Rua Embaixador Mário Guimarães,SP,[]
13142102,,,Parque Bom Retiro,13142102.0,Paulínia,,Rua Edison Pedro Motta,SP,[]
6381220,-23.2062932,-48.9949845,Vila Silviânia,6381220.0,Carapicuíba,,Rua Santa Eliza,SP,[]
6038100,-23.5639323,-46.7772812,Jardim D'Abril,6038100.0,Osasco,,Rua Lázaro Gabriel de Oliveira,SP,[]
15640970,-21.2064941163636,-50.43191737370629,Centro,15640970.0,São João das Duas Pontes,,Rua São Paulo 444,SP,[]
5579021,-23.5697781,-46.7145076,Vila Pirajussara,5579021.0,São Paulo,- de 0201/202 ao fim,Rua Acangueruçu,SP,[]
8570790,-22.6463199,-50.4294545,Jardim Santa Helena,8570790.0,Itaquaquecetuba,,Rua Guaíra,SP,[]
6680050,-23.5396323,-46.968286600000006,Vila Santa Flora,6680050.0,Itapevi,,Rua Sílvio Nogueira,SP,[]
2873011,-1.4270934,-48.4873733,Conjunto Promorar Estrada da Parada,2873011.0,São Paulo,,Passagem Salvador,SP,[]
15081508,-20.8453235,-49.3585515,Estância Jóckei Club,15081508.0,São José do Rio Preto,,Rua Benvindo Mariano Mendes,SP,[]
4856360,-23.7728255,-46.6951708,Jardim Zilda,4856360.0,São Paulo,,Rua Javarandim,SP,[]
3460000,-23.5695168,-46.5115449,Jardim Vila Formosa,3460000.0,São Paulo,,Rua Rego Barros,SP,[]
3934100,-23.5902827,-46.4992922,Jardim Imperador (Zona Leste),3934100.0,São Paulo,,Rua Manhumirim,SP,[]
4185000,-23.652723,-46.59955460000001,Vila Liviero,4185000.0,São Paulo,,Rua Giuseppe Arcimboldo,SP,[]
2650060,-23.4625259,-46.6563918,Jardim Peri,2650060.0,São Paulo,,Rua Anduiá,SP,[]
2835000,-23.4729568,-46.69551720000001,Vila Serralheiro,2835000.0,São Paulo,,Rua Doutor Moacir Cestari,SP,[]
13177050,-23.2203208,-46.7635891,Jardim Nova Veneza (Nova Veneza),13177050.0,Sumaré,- até 550/551,Avenida Brasil,SP,[]
13803024,-22.4504949,-46.9774534,Jardim Maria Beatriz,13803024.0,Mogi Mirim,,Rua Antônio Janini,SP,[]
8680020,-23.0704857,-46.9510675,Vila Maria de Maggi,8680020.0,Suzano,,Avenida Roma,SP,[]
8587804,-20.5707442,-47.4147023,Parque Residencial Scaffid II,8587804.0,Itaquaquecetuba,,Rua Domingos Martins,SP,[]
2516000,-23.5110022,-46.6601094,Casa Verde,2516000.0,São Paulo,,Rua Atílio Piffer,SP,[]
13506828,-21.2317767,-50.5224911,Vila Paulista,13506828.0,Rio Claro,,Avenida P 19,SP,[]
17064080,-22.3048916,-49.0895096,Jardim Petrópolis,17064080.0,Bauru,,Rua Zephilo Grizoni,SP,[]
8270030,-23.5539698,-46.4628253,Vila Carmosina,8270030.0,São Paulo,,Rua Rio da Galera,SP,[]
4372120,-23.647007100000003,-46.6573721,Vila Santa Catarina,4372120.0,São Paulo,,Rua Nelson Washington Pereira,SP,[]
17507070,-22.9626367,-45.5542915,Pólon,17507070.0,Marília,,Rua Pio XII,SP,[]
12062130,-23.0338965,-49.1592612,Jardim dos Estados,12062130.0,Taubaté,,Rua Goiás,SP,[]
2189030,,,Parque Novo Mundo,2189030.0,São Paulo,,Rua Soldado Francisco Gomes de Sousa,SP,[]
16050660,,,Dona Amélia,16050660.0,Araçatuba,,Rua Renato Werneck,SP,[]
8071072,-23.4893662,-46.4555242,União de Vila Nova,8071072.0,São Paulo,,Rua Doze de Outubro,SP,[]
13454350,-23.0661049,-46.6348535,Loteamento Planalto do Sol,13454350.0,Santa Bárbara D'Oeste,,Rua Campo Grande,SP,[]
2327040,-23.5553498,-46.502513,Jardim Portal I e II,2327040.0,São Paulo,,Rua Esperança,SP,[]
4921080,-23.6959094,-46.7540369,Jardim Marquesa,4921080.0,São Paulo,,Rua Kasuo Ogura,SP,[]
8320550,-23.6234648,-46.47343060000001,Parque São Rafael,8320550.0,São Paulo,,Rua João Mascarenhas,SP,[]
6824170,-23.668718,-46.8080161,Jardim da Luz,6824170.0,Embu das Artes,,Rua Nonoai,SP,[]
5371060,-23.5837248,-46.75532379999999,Jardim Maria Luiza,5371060.0,São Paulo,,Rua Antônio José do Amaral,SP,[]
12230720,-23.235331100000003,-45.88262810000001,Jardim Satélite,12230720.0,São José dos Campos,,Avenida Iguape,SP,[]
13032390,-22.907776,-47.0833984,Vila Teixeira,13032390.0,Campinas,,Rua Cadete João Teixeira,SP,[]
5665000,-23.6150451,-46.7222744,Paraisópolis,5665000.0,São Paulo,,Rua Iratinga,SP,[]
8772110,-24.2278649,-46.8703743,Jardim Margarida,8772110.0,Mogi das Cruzes,,Rua Sônia,SP,[]
3693020,-23.5345827,-46.4744383,Jardim Coimbra,3693020.0,São Paulo,,Rua Tales de Mileto,SP,[]
4431090,,,Jardim Selma,4431090.0,São Paulo,,Rua Manuel Rodrigues Mexelhão,SP,[]
13041730,-22.916355,-47.0571097,Ponte Preta,13041730.0,Campinas,,Rua Álvaro Ribeiro,SP,[]
4534040,-23.5149199,-46.8744954,Itaim Bibi,4534040.0,São Paulo,,Rua Brasília,SP,[]
14835000,,,,14835000.0,Motuca,,,SP,[]
15703316,,,Jardim Monterey,15703316.0,Jales,,Rua Adelmo Bocchi,SP,[]
17054040,-23.299855800000003,-45.9825136,Jardim Terra Branca,17054040.0,Bauru,- de Quadra 3 a Quadra 20,Rua Alaska,SP,[]
13272588,,,Chácara das Nações,13272588.0,Valinhos,,Rua Romeu Chiminasso,SP,[]
4935120,-23.6849445,-46.7685633,Jardim Sônia Regina,4935120.0,São Paulo,,Rua William Cremer,SP,[]
5327020,-23.545843,-46.75826729999999,Parque Continental,5327020.0,São Paulo,,Rua José Ferreira Keffer,SP,[]
14021684,-21.2164494,-47.8036836,Bosque das Juritis,14021684.0,Ribeirão Preto,,Rua Elzira Sammarco Palma,SP,[]
7193020,-23.4469627,-46.503581,Vila Barros,7193020.0,Guarulhos,,Rua Fonte Boa,SP,[]
69065140,-3.1219526,-60.0098454,Cachoeirinha,69065140.0,Manaus,,Rua General Glicério,AM,[]
8295300,-23.5533422,-46.4586295,Itaquera,8295300.0,São Paulo,,Rua Fontoura Xavier,SP,[]
6815180,-24.212986800000003,-46.8460908,Parque Pirajussara,6815180.0,Embu das Artes,,Rua Juruá,SP,[]
6321000,-23.5401826,-46.8323554,Vila Santa Lúcia,6321000.0,Carapicuíba,- até 399/400,Estrada Cabreúva,SP,[]
4416000,-23.6772039,-46.6389336,Jardim Vilas Boas,4416000.0,São Paulo,,Rua Francisco Alves de Azevedo,SP,[]
5872070,-23.6826759,-46.7769053,Parque Cristina,5872070.0,São Paulo,,Rua Doutor Nesralla Rubez,SP,[]
17204170,-22.2954783,-48.574102,Vila Industrial,17204170.0,Jaú,,Rua Desembargador José de Almeida Prado Fraga,SP,[]
14057220,-21.130425,-47.845911,Parque das Andorinhas,14057220.0,Ribeirão Preto,,Rua José Antônio de Freitas,SP,[]
13088652,-22.8544848,-47.0356811,Jardim Santana,13088652.0,Campinas,,Rua Amadeu Gardini,SP,[]
7142130,-23.5569993,-46.4683465,Jardim São Domingos,7142130.0,Guarulhos,,Rua Fraiburgo,SP,[]
2212010,-23.4984413,-46.5919774,Vila Medeiros,2212010.0,São Paulo,,Rua Astrapéia,SP,[]
9350440,-23.615584100000003,-46.52452520000001,Vila Flórida,9350440.0,Mauá,,Rua Valdir Azevedo,SP,[]
12950530,-23.1370245,-46.5838989,Jardim Imperial,12950530.0,Atibaia,,Rua Giuliano Occhini,SP,[]
5861130,-23.6687492,-46.7717669,Jardim Maracá,5861130.0,São Paulo,,Rua Alves de Oliveira,SP,[]
13206630,-23.210749300000003,-46.88506160000001,Vila Jundiainópolis,13206630.0,Jundiaí,,Rua Professor Bruno Rezende de Camargo,SP,[]
6333040,,,Parque Jandaia,6333040.0,Carapicuíba,,Rua Walderez Perez Xavier Giorgi,SP,[]
1527000,-23.5631267,-46.6265464,Cambuci,1527000.0,São Paulo,,Rua Scuvero,SP,[]
6216330,-23.52337565,-46.7765447742321,Presidente Altino,6216330.0,Osasco,,Praça Linda Kamalakian,SP,[]
38300026,-19.8276023,-44.08217120000001,Setor Sul,38300026.0,Ituiutaba,,Rua Trinta e Cinco,MG,[]
12211240,-23.164936800000003,-45.8922179,Vila Alexandrina,12211240.0,São José dos Campos,,Rua Paulo Madureira Lebrão,SP,[]
2555020,-23.4953523,-46.6654175,Casa Verde Alta,2555020.0,São Paulo,,Rua Julia Trevisani Gannam,SP,[]
3548000,-23.5411792,-46.5126045,Cidade Patriarca,3548000.0,São Paulo,,Avenida Ajarani,SP,[]
18408070,-23.9967232,-48.9027922,Conjunto Habitacional São Camilo,18408070.0,Itapeva,,Rua Rosalvo Matias dos Santos,SP,[]
2262120,-23.467319,-46.5727885,Jardim Modelo,2262120.0,São Paulo,,Travessa Ângelo Passadore,SP,[]
2873000,-23.4675417,-47.4145214,Conjunto Promorar Estrada da Parada,2873000.0,São Paulo,,Rua Clara Nunes,SP,[]
4439070,-23.6751125,-46.6660747,Jardim Martini,4439070.0,São Paulo,,Rua Engenheiro João Lang,SP,[]
13890000,,,,13890000.0,Águas da Prata,,,SP,[]
9311025,,,Jardim Santa Lídia,9311025.0,Mauá,,Rua Inocêncio Nazzuto,SP,[]
14066327,,,Jardim Maria Casagrande Lopes (Dona Amália),14066327.0,Ribeirão Preto,- até 418/419,Rua Nelson Bortoli,SP,[]
12711610,,,Vila Suely,12711610.0,Cruzeiro,,Rua Dario Antunes de Oliveira,SP,[]
13574033,,,Vila Prado,13574033.0,São Carlos,,Avenida Teixeira de Barros,SP,[]
13643465,,,Jardim Milenium,13643465.0,Pirassununga,,Rua Yolanda Pegoraro Pizarro,SP,[]
4164001,,,Vila Moraes,4164001.0,São Paulo,- de 801/802 ao fim,Rua Romão Puiggari,SP,[]
3127160,,,Vila Prudente,3127160.0,São Paulo,,Rua Mário Savi,SP,[]
18604405,,,Vila Operária,18604405.0,Botucatu,- de 1/2 ao fim,Rua Delphim da Graça Cardoso,SP,[]
13572400,,,Vila Monte Carlo,13572400.0,São Carlos,,Avenida Doutor Álvaro Camera,SP,[]
14065670,,,Jardim Alexandre Balbo,14065670.0,Ribeirão Preto,,Rua Eugênio Falasco,SP,[]
14020650,,,Jardim Irajá,14020650.0,Ribeirão Preto,- de 700/701 ao fim,Avenida Leais Paulistas,SP,[]
11672000,,,Pontal de Santa Marina,11672000.0,Caraguatatuba,,Avenida dos Eder Silva Rodrigues Alves,SP,[]
3912200,,,Vila Rica,3912200.0,São Paulo,,Rua Campos do Mondego,SP,[]
12906051,,,Jardim São Cristóvão,12906051.0,Bragança Paulista,,Rua Jair Garcia Frias,SP,[]
15340000,,,,15340000.0,Nova Luzitânia,,,SP,[]
6820200,-22.3298953,-49.0805622,Jardim Presidente Kennedy,6820200.0,Embu das Artes,,Rua Marechal Floriano Peixoto,SP,[]
9530240,-21.4634012,-47.01130850000001,Santo Antônio,9530240.0,São Caetano do Sul,,Rua Rui Barbosa,SP,[]
11325040,-23.633871600000006,-46.58283839999999,Japuí,11325040.0,São Vicente,,Rua Papa João XXIII,SP,[]
7244100,-23.0593608,-46.9733012,Parque Jurema,7244100.0,Guarulhos,,Rua Xingu,SP,[]
1547010,-23.5844745,-46.620335,Jardim da Glória,1547010.0,São Paulo,,Rua Correia Galvão,SP,[]
12030212,-23.0313188,-45.5799006,Jardim das Nações,12030212.0,Taubaté,,Avenida Itália,SP,[]
11530030,-23.9317176,-46.3567271,Jardim Casqueiro,11530030.0,Cubatão,- de 631/632 ao fim,Avenida Nossa Senhora de Fátima,SP,[]
12240550,-20.6125534,-48.7652217,Jardim Alvorada,12240550.0,São José dos Campos,,Avenida da Liberdade,SP,[]
17021108,-22.2976847,-49.0720035,Parque São Cristóvão,17021108.0,Bauru,,Rua Doutor Odilon Pinto do Amaral,SP,[]
5596000,-23.584921100000006,-46.746126200000006,Jardim Pinheiros,5596000.0,São Paulo,,Avenida Marechal Fiuza de Castro,SP,[]
2060000,-23.5195533,-46.5977763,Vila Guilherme,2060000.0,São Paulo,,Rua Eugênio de Freitas,SP,[]
12315520,-22.7608857,-47.336944,Jardim Santo Antônio da Boa Vista,12315520.0,Jacareí,,Rua das Petúnias,SP,[]
2876000,-23.4486,-46.6912959,Jardim Paraná,2876000.0,São Paulo,,Rua Santa Cruz do Monte Castelo,SP,[]
3817120,-23.4898793,-46.4959046,Parque Císper,3817120.0,São Paulo,,Rua Arauá,SP,[]
13088871,-23.0077359,-45.5731079,Chácaras São Quirino,13088871.0,Campinas,,Rua Projetada,SP,[]
13487285,-22.591677800000006,-47.3748372,Jardim Novo Horizonte,13487285.0,Limeira,,Rua Giacomo Peruzza,SP,[]
2673000,-23.468402800000003,-46.6678835,Vila Nova Cachoeirinha,2673000.0,São Paulo,,Avenida General Penha Brasil,SP,[]
9271090,-23.5815093,-46.9162603,Parque Capuava,9271090.0,Santo André,,Rua Malaga,SP,[]
15086300,-20.8450698,-49.3834014,São Francisco,15086300.0,São José do Rio Preto,,Rua Gianino Kaiser,SP,[]
3380200,-23.578172,-46.5356667,Vila Olinda,3380200.0,São Paulo,,Rua Bartolomeu Sabino de Melo,SP,[]
12929421,,,Torozinho,12929421.0,Bragança Paulista,,Rua Vicente Garisto,SP,[]
3317001,-23.5399534,-46.5479035,Vila Gomes Cardim,3317001.0,São Paulo,- de 1051/1052 a 2109/2110,Rua Serra de Botucatu,SP,[]
15050510,-23.633829,-46.58939210000001,Jardim Seyon,15050510.0,São José do Rio Preto,,Rua Antônio Álvares,SP,[]
3420070,-23.5516103,-46.5504501,Vila Carrão,3420070.0,São Paulo,,Rua Doutor Hélio Mota,SP,[]
13205005,-23.3558903,-46.7439211,Jardim Santa Gertrudes,13205005.0,Jundiaí,,Rodovia Presidente Tancredo de Almeida Neves,SP,[]
16013250,-21.217272,-50.4196909,Umuarama,16013250.0,Araçatuba,,Rua Dirceu Gonçalves dos Santos,SP,[]
14404605,-20.5702742,-47.4038057,Parque Universitário,14404605.0,Franca,,Rua Doutor Pedro de Toledo,SP,[]
12096000,,,Registro,12096000.0,Taubaté,(Caieiras),Estrada Geraldo Cursino de Moura,SP,[]
2615040,,,Vila Amélia,2615040.0,São Paulo,,Rua Pedro Brasil Bandecchi,SP,[]
13215796,-23.1107695,-46.8589691,Champirra,13215796.0,Jundiaí,,Avenida Luiz Fontebasso,SP,[]
2421080,-23.4727334,-46.63375360000001,Parque Mandaqui,2421080.0,São Paulo,,Rua Diogo de Castilho,SP,[]
14940971,-21.1794492128859,-47.8117264071025,Centro,14940971.0,Ibitinga,,Rua Prudente de Moraes 470,SP,[]
18682842,-22.6058355,-48.79087970000001,Jardim Príncipe,18682842.0,Lençóis Paulista,,Rua Sílvio Capelari,SP,[]
15501130,-22.737170000000006,-47.639412,Jardim Bela Vista,15501130.0,Votuporanga,- até 2603/2604,Rua Floriano Peixoto,SP,[]
8471000,-23.5931079,-46.4065893,Cidade Tiradentes,8471000.0,São Paulo,- até 1789/1790,Avenida dos Metalúrgicos,SP,[]
2998200,-23.4405603,-46.7341836,Conjunto City Jaraguá,2998200.0,São Paulo,,Rua Amaravati,SP,[]
13211270,-22.9103484,-47.00377720000001,Vila Alvorada,13211270.0,Jundiaí,,Alameda das Palmeiras,SP,[]
7195200,,,Jardim Monte Carmelo,7195200.0,Guarulhos,(Marquês de Beccaria),Rua Cesare Bonesana,SP,[]
4902000,-23.6694027,-46.72918660000001,Parque Alves de Lima,4902000.0,São Paulo,,Avenida Francisco Nóbrega Barbosa,SP,[]
13846401,,,Jardim Ipê VIII,13846401.0,Mogi Guaçu,,Rua Sebastião Antônio Pinto,SP,[]
5821090,-23.6698779,-46.7513076,Chácara Santana,5821090.0,São Paulo,,Rua Luís Seixas,SP,[]
9360070,-23.6778222,-46.4593044,Jardim Pilar,9360070.0,Mauá,,Rua Alberto Branco da Silva,SP,[]
11702130,-21.4800205,-47.0092593,Guilhermina,11702130.0,Praia Grande,,Rua Estados Unidos,SP,[]
9370760,-23.6813193,-46.466417,Vila Assis Brasil,9370760.0,Mauá,,Rua José Delpoio,SP,[]
18279420,,,Jardim Ternura,18279420.0,Tatuí,,Rua Professor Celso Vieira de Camargo,SP,[]
6535001,-23.4988157,-46.303202,Cidade São Pedro - Gleba A,6535001.0,Santana de Parnaíba,,Avenida Jaguari,SP,[]
13607010,,,Jardim Nossa Senhora de Fátima,13607010.0,Araras,,Rua Dona Aquilina Fachini,SP,[]
8310740,-23.6202617,-46.469433,Jardim Vera Cruz(Zona Leste),8310740.0,São Paulo,,Rua José da Costa Azevedo,SP,[]
16050130,-21.1977131,-50.4488465,Paraíso,16050130.0,Araçatuba,,Rua Savério Safiotti,SP,[]
11620000,,,,,,,,,[]
2405030,-23.5874945,-46.7357466,Santana,2405030.0,São Paulo,,Rua Dom Henrique Mourão,SP,[]
2255000,-23.475489000000003,-46.59334000000001,Vila Nivi,2255000.0,São Paulo,,Rua Rabelo da Cruz,SP,[]
