,bairro,cep,cidade,complemento2,end,uf,unidadesPostagem
88101250,Campinas,88101250,São José,,Avenida Brigadeiro da Silva Paes,SC,[]
89609000,,89609000,Luzerna,,,SC,[]
88025195,Agronômica,88025195,Florianópolis,,Servidão Joaquim Mendes de Ouriques,SC,[]
88309101,São Vicente,88309101,Itajaí,- de 501/502 ao fim,Rua São Vicente,SC,[]
89032300,Passo Manso,89032300,Blumenau,- de 1351/1352 ao fim,Rua Guilherme Poerner,SC,[]
89892000,,89892000,São José do Laranjal (Iraceminha),,,SC,[]
89036640,Água Verde,89036640,Blumenau,- até 308/309,Rua Doutor Antônio Haffner,SC,[]
89813030,Seminário,89813030,Chapecó,,Rua Lions Club,SC,[]
89887500,,89887500,Santa Lúcia (Palmitos),,,SC,[]
89206040,Boa Vista,89206040,Joinville,,Rua Santa Mônica,SC,[]
88067079,Pântano do Sul,88067079,Florianópolis,,Rua Manoel Pedro Oliveira,SC,[]
89212010,Floresta,89212010,Joinville,,Rua Guararapes,SC,[]
89835000,,89835000,São Domingos,,,SC,[]
88330100,Centro,88330100,Balneário Camboriú,- de 1422 a 1666 - lado par,3ª Avenida,SC,[]
88310472,Cordeiros,88310472,Itajaí,,Rua Piauí,SC,[]
89785000,,89785000,Linha das Palmeiras (Xavantina),,,SC,[]
88133650,Brejarú,88133650,Palhoça,,Rua Treze de Maio,SC,[]
88115170,Serraria,88115170,São José,,Rua Vergilino Domingos da Silva,SC,[]
89203590,Anita Garibaldi,89203590,Joinville,,Rua Maringá,SC,[]
89815245,Quedas do Palmital,89815245,Chapecó,,Rua Augusto Pompermayer,SC,[]
89032580,Passo Manso,89032580,Blumenau,,Rua Ignes Rausch,SC,[]
89810180,Eldorado,89810180,Chapecó,,Rua Laguna,SC,[]
88085000,Capoeiras,88085000,Florianópolis,- de 801/802 a 1959/1960,Avenida Governador Ivo Silveira,SC,[]
89790000,,89790000,Ipumirim,,,SC,[]
89042200,Água Verde,89042200,Blumenau,- até 800/801,Rua Guabiruba,SC,[]
89161264,Bela Aliança,89161264,Rio do Sul,,Rua Caetano Falleti,SC,[]
88103500,Praia Comprida,88103500,São José,- até 881/882,Rua Luiz Fagundes,SC,[]
88348420,Monte Alegre (Monte Alegre),88348420,Camboriú,- até 499/500,Rua Monte Cruzeiro,SC,[]
89020301,Garcia,89020301,Blumenau,- de 816/817 a 1345/1346,Rua Araranguá,SC,[]
88865000,,88865000,Nova Veneza,,,SC,[]
88356009,Limeira Baixa,88356009,Brusque,,Rua Benjamim Beber,SC,[]
88113600,Areias,88113600,São José,- até 1074/1075,Rua Álvaro Medeiros Santiago,SC,[]
88240970,Centro,88240970,São João Batista,,Rua João Andregtoni 102,SC,[]
89770000,,89770000,Seara,,,SC,[]
89050630,Ponta Aguda,89050630,Blumenau,,Rua Konrad Adenauer,SC,[]
89207650,Guanabara,89207650,Joinville,- até 619/620,Rua Santo Agostinho,SC,[]
89058003,Fortaleza Alta,89058003,Blumenau,,Rua Raul Alexandre Piske,SC,[]
89809543,Efapi,89809543,Chapecó,,Rua Alcides Sperandio - D,SC,[]
88808600,Mãe Luzia,88808600,Criciúma,,Rua Luiz Nazari,SC,[]
88132204,Pagani,88132204,Palhoça,,Rua Ímola,SC,[]
89224041,Jardim Iririú,89224041,Joinville,- de 835/836 ao fim,Rua Rocha Pombo,SC,[]
89683000,,89683000,Ponte Serrada,,,SC,[]
88053750,Jurerê,88053750,Florianópolis,,Rua Jurerê Tradicional,SC,[]
89232565,Petrópolis,89232565,Joinville,,Servidão Afonso E B Hoepfner,SC,[]
88056705,Ponta das Canas,88056705,Florianópolis,,Servidão Maria Tibúrcia Pimentel,SC,[]
89248000,,89248000,Garuva,,,SC,[]
89066550,Itoupavazinha,89066550,Blumenau,,Rua Oscar Dickmann,SC,[]
88138800,Enseada do Brito (Ens Brito),88138800,Palhoça,,Rua Nossa Senhora do Rosário,SC,[]
88812000,Dagostin,88812000,Criciúma,- lado par,Rodovia Luiz Rosso,SC,[]
89818000,,89818000,Nova Itaberaba,,,SC,[]
88306725,Praia Brava de Itajaí,88306725,Itajaí,,Rua Cabo-Polícia Militar Antônio Rudolf,SC,[]
88150000,,88150000,Águas Mornas,,,SC,[]
88508170,Sagrado Coração de Jesus,88508170,Lages,,Rua Lourenço Theodoro Waltrick,SC,[]
89780000,,89780000,Xavantina,,,SC,[]
89730000,,89730000,Alto Bela Vista,,,SC,[]
89062360,Itoupava Central,89062360,Blumenau,,Rua Rodolfho Fischer,SC,[]
89638000,,89638000,Vargem,,,SC,[]
88815500,Nossa Senhora da Salete,88815500,Criciúma,,Rua Valentin Pizzetti,SC,[]
89228221,Comasa,89228221,Joinville,- de 952/953 ao fim,Rua Altair,SC,[]
88625970,Centro,88625970,Urupema,,Rua Arthur Pagani 40,SC,[]
89231445,Paranaguamirim,89231445,Joinville,,Rua Maria Lucimar Fritz,SC,[]
89221310,Saguaçu,89221310,Joinville,,Rua Guilherme Tiburtius,SC,[]
88075544,Balneário,88075544,Florianópolis,,Rua da Concórdia,SC,[]
89215450,Morro do Meio,89215450,Joinville,,Rua Hélio Venturi,SC,[]
88054601,Jurerê,88054601,Florianópolis,- de 2423/2424 ao fim,Rodovia Tertuliano Brito Xavier,SC,[]
88115260,Serraria,88115260,São José,,Rua Manaus,SC,[]
89023000,Vila Formosa,89023000,Blumenau,- até 2416/2417,Rua Hermann Huscher,SC,[]
88339065,Estados,88339065,Balneário Camboriú,,Rua Bahia,SC,[]
88136560,São Sebastião,88136560,Palhoça,,Rua Graciosa,SC,[]
89247000,,89247000,Balneário Barra do Sul,,,SC,[]
89828000,,89828000,Lajeado Grande,,,SC,[]
89802181,SAIC,89802181,Chapecó,,Rua João XXIII - E,SC,[]
88049101,Tapera da Base,88049101,Florianópolis,- de 2057/2058 ao fim,Rodovia Açoriana,SC,[]
88817453,Vila Isabel,88817453,Criciúma,,Rua Sandro Augusto Colombo,SC,[]
88106160,Picadas do Sul,88106160,São José,,Rua Antônio Elias,SC,[]
88032290,Monte Verde,88032290,Florianópolis,,Servidão Atanásio,SC,[]
88107481,Forquilhas,88107481,São José,,Rua Tercilio Tedesco,SC,[]
88570000,,88570000,São José do Cerrito,,,SC,[]
89027201,Progresso,89027201,Blumenau,- até 1170 - lado par,Rua Santa Maria,SC,[]
88117640,Barreiros,88117640,São José,,Rua Nelson Silva,SC,[]
89915000,,89915000,Santa Helena,,,SC,[]
89228440,Comasa,89228440,Joinville,- até 1176/1177,Rua Agostinho dos Santos,SC,[]
89065501,Salto do Norte,89065501,Blumenau,- de 1183/1184 ao fim,Rua Professor Max Humpl,SC,[]
88138100,Praia de Fora,88138100,Palhoça,,Rua Domingos de Souza Filho,SC,[]
88810420,Mina do Mato,88810420,Criciúma,,Rua Odorica Lima Soares,SC,[]
89237680,Vila Nova,89237680,Joinville,,Rodovia SC-108,SC,[]
88400000,,88400000,Ituporanga,,,SC,[]
89687000,,89687000,Passos Maia,,,SC,[]
88338270,Nações,88338270,Balneário Camboriú,,Rua Israel,SC,[]
88136220,São Sebastião,88136220,Palhoça,,Servidão Maria Vieira dos Santos,SC,[]
88816195,São João,88816195,Criciúma,,Rodovia Antônio Darós,SC,[]
88904144,Mato Alto,88904144,Araranguá,- até 678/679,Rua Hildebrando Marcelino Floriano,SC,[]
88036032,Trindade,88036032,Florianópolis,,Servidão Casa da Criança,SC,[]
88353200,Primeiro de Maio,88353200,Brusque,- de 35/36 a 267/268,Avenida Primeiro de Maio,SC,[]
88330460,Centro,88330460,Balneário Camboriú,- até 231/232,Rua 2000,SC,[]
89225765,Aventureiro,89225765,Joinville,,Rua Constâncio Visentainer,SC,[]
88813180,Brasília,88813180,Criciúma,- de 211/212 ao fim,Rua Porto Velho,SC,[]
89910000,,89910000,Descanso,,,SC,[]
88309275,São Vicente,88309275,Itajaí,,Rua Gaspar da Costa Moraes,SC,[]
88338175,Nações,88338175,Balneário Camboriú,- de 697/698 ao fim,Rua Uruguai,SC,[]
89108000,,89108000,Massaranduba,,,SC,[]
89291695,Serra Alta,89291695,São Bento do Sul,,Rua Ervino Rank,SC,[]
88356130,Limeira Baixa,88356130,Brusque,,Rua Guilherme Kistenmacher,SC,[]
88504450,Santa Helena,88504450,Lages,,Rua Recife,SC,[]
88802070,Centro,88802070,Criciúma,,Rua Pedro Beneton,SC,[]
88063553,Campeche,88063553,Florianópolis,,Servidão Paulo Vieira,SC,[]
89226570,Jardim Paraíso,89226570,Joinville,,Avenida Urano,SC,[]
89227575,Iririú,89227575,Joinville,- até 723/724,Rua Frontin,SC,[]
88430970,Centro,88430970,Petrolândia,,Rua Albino Zeni 55,SC,[]
89812230,Santa Maria,89812230,Chapecó,- de 111/112 a 539/540,Rua Borges de Medeiros - D,SC,[]
88048446,Rio Tavares,88048446,Florianópolis,,Servidão Manoel Isidoro Augusto,SC,[]
88812350,Quarta Linha,88812350,Criciúma,- lado par,Rodovia Luiz Rosso,SC,[]
88900970,Centro,88900970,Araranguá,,Avenida Getúlio Vargas 119,SC,[]
89212610,Santa Catarina,89212610,Joinville,,Rua Manoel Wermutt de Moura,SC,[]
88107322,Forquilhas,88107322,São José,,Rua Andorinha,SC,[]
89057120,Fortaleza,89057120,Blumenau,,Rua Manoel Pinheiro da Silva Neto,SC,[]
88115770,Serraria,88115770,São José,,Avenida das Margaridas,SC,[]
88040423,Trindade,88040423,Florianópolis,,Servidão dos Lageanos,SC,[]
89046460,Velha Central,89046460,Blumenau,,Rua Antúrio,SC,[]
89806461,Maria Goretti,89806461,Chapecó,- até 269/270,Rua Jardim Europa - D,SC,[]
88085010,Capoeiras,88085010,Florianópolis,,Servidão Laranjeiras,SC,[]
88131776,Rio Grande,88131776,Palhoça,,Rua Paulo Vicente de Melo,SC,[]
89176970,Centro,89176970,Trombudo Central,,Rua Valmor Marcelino 40,SC,[]
88816765,Morro Estevão,88816765,Criciúma,,Rua Adolfo Coral,SC,[]
88715000,,88715000,Jaguaruna,,,SC,[]
88511000,Universitário,88511000,Lages,,Rua José Berlim,SC,[]
89905991,,89905991,Bandeirante,,"Estrada Geral, s/n - Novo Encantado",SC,[]
88570970,Centro,88570970,São José do Cerrito,,Rua Anacleto da Silva Ortiz 184,SC,[]
88309140,São Vicente,88309140,Itajaí,,Rua Antônio Francisco de Oliveira,SC,[]
88015240,Centro,88015240,Florianópolis,,Avenida Professor Othon Gama D'Eça,SC,[]
88702300,Oficinas,88702300,Tubarão,- de 2200 ao fim - lado par,Avenida Pedro Zapelini,SC,[]
88101050,Campinas,88101050,São José,,Rua Elizeu Di Bernardi,SC,[]
88054230,Canasvieiras,88054230,Florianópolis,,Avenida Professor Milton Leite da Costa,SC,[]
88512060,Centenário,88512060,Lages,,Rua Eleutério da Silva Furtado,SC,[]
88585970,Centro,88585970,Cerro Negro,,Rua Francisco Pucci Primo s/n,SC,[]
89136000,,89136000,Rodeio,,,SC,[]
89046290,Passo Manso,89046290,Blumenau,,Rua Gibraltar,SC,[]
89233510,Profipo,89233510,Joinville,,Rua Corumbá,SC,[]
89804230,Bela Vista,89804230,Chapecó,- até 609/610,Rua Brusque,SC,[]
88111350,Ipiranga,88111350,São José,,Rua João Sandim,SC,[]
88308080,Cidade Nova,88308080,Itajaí,,Rua das Hortênsias,SC,[]
88350752,Rio Branco,88350752,Brusque,(Jd das Bromélias) - até 331/332,Rua Maria Andre de Freitas,SC,[]
89878000,,89878000,Flor do Sertão,,,SC,[]
89832000,,89832000,Ipuaçu,,,SC,[]
88309000,São Vicente,88309000,Itajaí,,Rua São Joaquim,SC,[]
88701400,Centro,88701400,Tubarão,- até 638 - lado par,Rua Prudente de Morais,SC,[]
88104200,Ponta de Baixo,88104200,São José,,Rua Assis Brasil,SC,[]
88816000,Renascer,88816000,Criciúma,- lado ímpar,Rodovia Luiz Rosso,SC,[]
89037400,Água Verde,89037400,Blumenau,- até 764/765,Rua Eça de Queiroz,SC,[]
89211230,Floresta,89211230,Joinville,,Rua Paulo Setúbal,SC,[]
88798000,,88798000,Pescaria Brava,,,SC,[]
89260658,Barra do Rio Cerro,89260658,Jaraguá do Sul,,Rua Plácido Satler,SC,[]
89258220,Ilha da Figueira,89258220,Jaraguá do Sul,,Rua Max Eggert,SC,[]
88070220,Capoeiras,88070220,Florianópolis,,Rua Comandante José Ricardo Nunes,SC,[]
89232730,Boehmerwald,89232730,Joinville,,Rua Irma Bohn,SC,[]
88940000,,88940000,Timbé do Sul,,,SC,[]
88138151,Praia de Fora,88138151,Palhoça,,Rua Maria da Silva Mendes,SC,[]
88701001,Centro,88701001,Tubarão,- de 0479/480 a 1015/1016,Avenida Marcolino Martins Cabral,SC,[]
88350020,Centro I,88350020,Brusque,,Rua Heinrich Richard Bruno Erbe,SC,[]
88301653,Fazenda,88301653,Itajaí,,Rua Sebastião Bonifácio Cardoso,SC,[]
88352477,Santa Terezinha,88352477,Brusque,,Rua Luiz Baungartner,SC,[]
88801100,Centro,88801100,Criciúma,,Rua Coronel Marcos Rovaris,SC,[]
89595000,,89595000,Salto Veloso,,,SC,[]
89045523,Velha,89045523,Blumenau,,Rua dos Imigrantes,SC,[]
88305600,Barra do Rio,88305600,Itajaí,,Rua Leodegário Pedro da Silva,SC,[]
89880970,Centro,89880970,Caxambu do Sul,,Rua Cristiano Perozza 149,SC,[]
89654000,,89654000,Água Doce,,,SC,[]
88303170,Vila Operária,88303170,Itajaí,- de 406/407 a 761/762,Avenida José Eugênio Muller,SC,[]
89223330,Bom Retiro,89223330,Joinville,,Rua Pio XII,SC,[]
88338205,Nações,88338205,Balneário Camboriú,,Rua Nicarágua,SC,[]
88131300,Centro,88131300,Palhoça,,Avenida Prefeito Nelson Martins,SC,[]
88025220,Agronômica,88025220,Florianópolis,,Servidão Nossa Senhora de Lourdes,SC,[]
88965000,,88965000,Santa Rosa do Sul,,,SC,[]
89230200,João Costa,89230200,Joinville,,Rua Fernando Nunes Santana,SC,[]
89255810,Amizade,89255810,Jaraguá do Sul,- até 828/829,Rua Expedicionário Ewaldo Schwarz,SC,[]
89893000,,89893000,Mondaí,,,SC,[]
88058327,Ingleses do Rio Vermelho,88058327,Florianópolis,,Servidão Ayrton Senna,SC,[]
88770000,,88770000,Imaruí,,,SC,[]
89027710,Progresso,89027710,Blumenau,- até 1070 - lado par,Rua Jordão,SC,[]
88110790,Bela Vista,88110790,São José,,Rua Itaguaçu,SC,[]
88095573,Monte Cristo,88095573,Florianópolis,,Rua Venezuela,SC,[]
88600970,Centro,88600970,São Joaquim,,Rua Marcos Batista 520,SC,[]
88812001,Dagostin,88812001,Criciúma,- lado ímpar,Rodovia Luiz Rosso,SC,[]
89074662,Badenfurt,89074662,Blumenau,,Rua Dorival Moraes,SC,[]
88702780,Fábio Silva,88702780,Tubarão,,Rua Pedro Esmeraldino Menezes,SC,[]
89215454,Morro do Meio,89215454,Joinville,,Rua Maria da Graça Gonçalves Schmidt,SC,[]
88101260,Campinas,88101260,São José,,Avenida Salvador Di Bernardi,SC,[]
88317230,Espinheiros,88317230,Itajaí,,Rua Cypriano Nunes dos Santos,SC,[]
89209020,João Costa,89209020,Joinville,,Rua Wenceslau Raboch,SC,[]
88130335,Ponte do Imaruim,88130335,Palhoça,,Rua Arlindo Alcebíades de Andrade,SC,[]
89203280,Anita Garibaldi,89203280,Joinville,,Rua Hermann Metz,SC,[]
88020410,Centro,88020410,Florianópolis,,Rua Silveira de Souza,SC,[]
89025365,Glória,89025365,Blumenau,,Rua Tangará,SC,[]
88815096,Ceará,88815096,Criciúma,,Rua Manoel Quintino dos Santos,SC,[]
89074000,Testo Salto,89074000,Blumenau,- de 1701/1702 a 3380/3381,Rua Werner Duwe,SC,[]
89893970,Centro,89893970,Mondaí,,Avenida Laju 435,SC,[]
88080010,Coqueiros,88080010,Florianópolis,,Rua Capitão Euclides de Castro,SC,[]
89204270,América,89204270,Joinville,,Rua Emílio Artmann,SC,[]
88115520,Serraria,88115520,São José,,Rua Papagaio,SC,[]
88470000,,88470000,Rancho Queimado,,,SC,[]
89203025,Atiradores,89203025,Joinville,- de 435/436 ao fim,Rua Pernambuco,SC,[]
89231770,Paranaguamirim,89231770,Joinville,,Rua Luiz Del Cartagne,SC,[]
89040180,Velha Central,89040180,Blumenau,,Rua Franz Hadlich,SC,[]
88352150,Santa Rita,88352150,Brusque,,Rua Camboriú,SC,[]
89068182,Itoupava Central,89068182,Blumenau,,Rua Tancredo Neves,SC,[]
89063060,Itoupava Central,89063060,Blumenau,,Rua Walter Knaesel,SC,[]
88701000,Centro,88701000,Tubarão,- até 477/478,Avenida Marcolino Martins Cabral,SC,[]
89812121,Santa Maria,89812121,Chapecó,- de 331/332 a 900/901,Rua Florianópolis - E,SC,[]
88058690,Ingleses do Rio Vermelho,88058690,Florianópolis,,Rua dos Tubarões,SC,[]
89810140,Cristo Rei,89810140,Chapecó,- até 781/782,Rua Ibirama,SC,[]
89533000,,89533000,São Cristóvão do Sul,,,SC,[]
88310050,Cordeiros,88310050,Itajaí,,Rua Pedro Camilo Vicente,SC,[]
89812150,Santa Maria,89812150,Chapecó,- de 311/312 a 879/880,Rua Curitiba - D,SC,[]
88303230,Vila Operária,88303230,Itajaí,,Rua Duque de Caxias,SC,[]
89023200,Valparaiso,89023200,Blumenau,- de 68 a 336 - lado par,Rua Antônio Zendron,SC,[]
88702360,Oficinas,88702360,Tubarão,- de 2190/2191 ao fim,Rua Júlio Boppré,SC,[]
88015601,Centro,88015601,Florianópolis,- de 969/970 ao fim,Rua Almirante Lamego,SC,[]
88134520,Barra do Aririú,88134520,Palhoça,,Rua Verônica Maria da Luz,SC,[]
88353120,Centro II,88353120,Brusque,,Rua Mathilde Hoffmann,SC,[]
89046573,Velha Central,89046573,Blumenau,,Rua Conceição Pedro Vailon,SC,[]
88511086,Universitário,88511086,Lages,,Rua São Dimas,SC,[]
89874970,Centro,89874970,Maravilha,,Avenida Anita Garibaldi 110 Loja 2,SC,[]
88309301,São Vicente,88309301,Itajaí,- de 540/541 a 908/909,Rua Otávio Cesário Pereira,SC,[]
89410970,Centro,89410970,Santa Cruz do Timbó (Porto União),,Avenida Getulio Vargas s/n,SC,[]
88056310,Cachoeira do Bom Jesus,88056310,Florianópolis,,Servidão Gabriel,SC,[]
88111460,Ipiranga,88111460,São José,- até 2344/2345,Rua Major Durval,SC,[]
88064749,Ribeirão da Ilha,88064749,Florianópolis,,Servidão Irmãos Coragem,SC,[]
88058132,Ingleses do Rio Vermelho,88058132,Florianópolis,,Servidão Belarmino Lucas Sagaz,SC,[]
89822000,,89822000,Cambuinzal (Xanxerê),,,SC,[]
88310500,Cordeiros,88310500,Itajaí,,Rua Amapá,SC,[]
89204643,América,89204643,Joinville,,Rua Alceu Koehntopp,SC,[]
88058006,Vargem Grande,88058006,Florianópolis,,Servidão Guilherme Evaristo dos Santos,SC,[]
88708709,São Martinho,88708709,Tubarão,,Rua Martinho José da Silva,SC,[]
88708801,São Martinho,88708801,Tubarão,- de 5063/5064 ao fim,Rodovia SC-370,SC,[]
88708060,Humaitá de Cima,88708060,Tubarão,- até 1081/1082,Rua João Orlandi Corrêa,SC,[]
88303400,São Judas,88303400,Itajaí,- de 2000/2001 a 2658/2659,Rua José Pereira Liberato,SC,[]
88307610,Carvalho,88307610,Itajaí,,Rua Otávio Muller,SC,[]
88702290,Oficinas,88702290,Tubarão,- de 2040/2041 a 2536/2537,Rua Engenheiro Annes Gualberto,SC,[]
88051157,Sambaqui,88051157,Florianópolis,,Travessa Jandira Pires da Cunha,SC,[]
88860000,,88860000,Siderópolis,,,SC,[]
88318332,Brilhante II,88318332,Itajaí,,Rua José Marcelino Rodrigues,SC,[]
88801680,Centro,88801680,Criciúma,,Rua José do Patrocínio,SC,[]
89207300,Guanabara,89207300,Joinville,- de 150 a 968 - lado par,Rua Guanabara,SC,[]
89803406,Jardim América,89803406,Chapecó,,Rua Marquês de Caravelas - Ìmpar,SC,[]
89226620,Jardim Paraíso,89226620,Joinville,,Rua Cepheus,SC,[]
88305390,Barra do Rio,88305390,Itajaí,- até 472/473,Rua José Pereira Liberato,SC,[]
89820971,Centro,89820971,Xanxerê,,Rua Doutor José de Miranda Ramos 440,SC,[]
88037325,Córrego Grande,88037325,Florianópolis,,Rua Berlim,SC,[]
88509200,São Cristóvão,88509200,Lages,,Rua Brasília,SC,[]
89210145,Itaum,89210145,Joinville,- de 216 a 1300 - lado par,Rua Monsenhor Gercino,SC,[]
88340374,Centro,88340374,Camboriú,- até 359/360,Rua Siqueira Campos,SC,[]
88025360,Agronômica,88025360,Florianópolis,,Rua Graciliano Ramos,SC,[]
89021200,Garcia,89021200,Blumenau,,Rua Engenheiro Odebrecht,SC,[]
89031480,Escola Agrícola,89031480,Blumenau,,Rua Coronel Raulino Horn,SC,[]
89803131,São Cristóvão,89803131,Chapecó,- de 241/242 ao fim,Rua Marquês de Olinda,SC,[]
88066550,Armação do Pântano do Sul,88066550,Florianópolis,,Servidão do Náufrago,SC,[]
88890000,,88890000,Grão Pará,,,SC,[]
89207680,Guanabara,89207680,Joinville,,Rua Porto Alegre,SC,[]
88805350,Universitário,88805350,Criciúma,,Rodovia Governador Jorge Lacerda,SC,[]
88132760,Bela Vista,88132760,Palhoça,,Servidão Airton da Silva,SC,[]
88056450,Cachoeira do Bom Jesus,88056450,Florianópolis,,Servidão Nestor Sebastião Braga,SC,[]
89074400,Testo Salto,89074400,Blumenau,,Rua Christiano Karsten,SC,[]
88085600,Itaguaçu,88085600,Florianópolis,,Rua Ivo Reis Montenegro,SC,[]
89735970,Centro,89735970,Lindóia do Sul,,Rua Vinte e Nove de Julho 694,SC,[]
88117330,Barreiros,88117330,São José,- até 1014/1015,Rua Manoel Loureiro,SC,[]
88805530,São Francisco,88805530,Criciúma,,Rua Luiz Alves,SC,[]
89990970,Centro,89990970,São Lourenço do Oeste,,Rua Duque de Caxias 323,SC,[]
88818680,Laranjinha,88818680,Criciúma,,Rua Caetano Ronchi,SC,[]
89066040,Itoupavazinha,89066040,Blumenau,,Rua Erwin Henschel,SC,[]
88521440,Guarujá,88521440,Lages,,Rua Antônio Esteves Júnior,SC,[]
88806640,Mina União,88806640,Criciúma,,Rua Evanelir Dias,SC,[]
89255070,Czerniewicz,89255070,Jaraguá do Sul,,Rua Henrique Marquardt,SC,[]
88085250,Abraão,88085250,Florianópolis,,Rua Manoel Félix Cardoso,SC,[]
88139990,,88139990,Palhoça,,Rua  Geral da Guarda do Embaù,SC,[]
89253170,Jaraguá Esquerdo,89253170,Jaraguá do Sul,,Rua Leopoldo Diel,SC,[]
88805100,Paraíso,88805100,Criciúma,,Rua Silvino Rováris,SC,[]
88338185,Nações,88338185,Balneário Camboriú,- até 642/643,Rua Panamá,SC,[]
89970970,Centro,89970970,Anchieta,,Avenida Anchieta 410,SC,[]
89810130,Cristo Rei,89810130,Chapecó,,Rua Galvão,SC,[]
89815580,Santo Antônio,89815580,Chapecó,,Rua Caetano Roberto Panarotto,SC,[]
88058249,Ingleses do Rio Vermelho,88058249,Florianópolis,,Servidão José Manoel de Souza,SC,[]
88117350,Barreiros,88117350,São José,- até 956/957,Rua Santo Antônio,SC,[]
89051300,Nova Esperança,89051300,Blumenau,- até 722/723,Rua Henrique Reif,SC,[]
88135420,Aririú,88135420,Palhoça,,Rua Pedro Theisen Júnior,SC,[]
89812220,Santa Maria,89812220,Chapecó,- de 331/332 ao fim,Rua Assis Brasil - D,SC,[]
88813060,Próspera,88813060,Criciúma,,Rua Rio Grande do Norte,SC,[]
88049200,Tapera da Base,88049200,Florianópolis,,Rua da Praia,SC,[]
89037060,Água Verde,89037060,Blumenau,,Rua Presidente Getúlio,SC,[]
89260500,Barra do Rio Cerro,89260500,Jaraguá do Sul,- até 1345/1346,Rua Bertha Weege,SC,[]
89021120,Garcia,89021120,Blumenau,,Rua Carl Heinz Buechler,SC,[]
89803500,Jardim América,89803500,Chapecó,- até 679/680,Rua Vinte e Cinco de Agosto,SC,[]
88443000,,88443000,Vidal Ramos,,,SC,[]
88811457,São Simão,88811457,Criciúma,,Rua Maria Hermógenes de Souza,SC,[]
89170000,,89170000,Laurentino,,,SC,[]
89066380,Itoupavazinha,89066380,Blumenau,,Rua Frederico Bohringer,SC,[]
88806302,Cidade Mineira Velha,88806302,Criciúma,,Rua Antônio Ângelo Rabelo,SC,[]
89887971,Diamantina,89887971,Palmitos,,Estrada Geral s/n,SC,[]
89839000,,89839000,Jupiá,,,SC,[]
89226701,Jardim Paraíso,89226701,Joinville,,Rua Escorpius,SC,[]
89227365,Iririú,89227365,Joinville,,Rua Jacutinga,SC,[]
89226548,Jardim Paraíso,89226548,Joinville,,Rua Mensa,SC,[]
88708150,Humaitá de Cima,88708150,Tubarão,- até 1009/1010,Rua Ageu Linhares,SC,[]
89255140,Czerniewicz,89255140,Jaraguá do Sul,,Rua Ernesto Rudolfo Fritz Sohn,SC,[]
88803140,Michel,88803140,Criciúma,,Rua Thomé de Souza,SC,[]
88316301,Itaipava,88316301,Itajaí,- de 2841/2842 ao fim,Avenida Itaipava,SC,[]
88136535,São Sebastião,88136535,Palhoça,,Rua de São Jorge,SC,[]
88021039,José Mendes,88021039,Florianópolis,,Servidão Manoel Sibirino Coelho,SC,[]
88818170,Vila Macarini,88818170,Criciúma,,Rua Antônio Macarini,SC,[]
88352265,Santa Terezinha,88352265,Brusque,,Rua Marcelino Pereira,SC,[]
88132430,Caminho Novo,88132430,Palhoça,,Rua Roberto Valdir Mangrich,SC,[]
89862971,Centro,89862971,Entre Rios,,Rua Dimas dos Santos 187,SC,[]
89052600,Itoupava Norte,89052600,Blumenau,,Avenida Lisboa,SC,[]
89213200,Nova Brasília,89213200,Joinville,,Rua Parati,SC,[]
88900031,Centro,88900031,Araranguá,- lado ímpar,Avenida Capitão Pedro Fernandes,SC,[]
89201140,Centro,89201140,Joinville,,Rua São Francisco,SC,[]
89633000,,89633000,Zortéa,,,SC,[]
89207527,Guanabara,89207527,Joinville,,Rua João Militão Victorino de Moura,SC,[]
88806500,Cidade Mineira Nova,88806500,Criciúma,- lado ímpar,Avenida Cocal,SC,[]
89235735,Parque Guarani,89235735,Joinville,,Rua Cidade de Maracajá,SC,[]
89056000,Fortaleza,89056000,Blumenau,- de 656 a 2012 - lado par,Rua Francisco Vahldieck,SC,[]
89025200,Glória,89025200,Blumenau,,Rua Grevsmuehl,SC,[]
88052601,Vargem Grande,88052601,Florianópolis,- de 5001/5002 ao fim,Estrada Cristóvão Machado de Campos,SC,[]
89231305,Paranaguamirim,89231305,Joinville,,Rua Rio Velho,SC,[]
88506100,Vila Comboni,88506100,Lages,- de 221/222 ao fim,Rua José Luiz Bottini,SC,[]
89214640,Nova Brasília,89214640,Joinville,,Rua Francisco Carlos Goll,SC,[]
89226260,Aventureiro,89226260,Joinville,,Rua Antônio Jorge Cecyn,SC,[]
89814450,Universitário,89814450,Chapecó,,Rua Armando Haeffner Marinho,SC,[]
89224403,Jardim Iririú,89224403,Joinville,,Rua Selma Doering Bruhns,SC,[]
89218650,Costa e Silva,89218650,Joinville,- até 1178/1179,Rua Dona Elza Meinert,SC,[]
88066655,Pântano do Sul,88066655,Florianópolis,,Servidão Melissa,SC,[]
88165060,Prado,88165060,Biguaçu,,Rua Maria Gama de Jesus,SC,[]
88806097,Promorar Vila Vitória,88806097,Criciúma,,Rua Antônio Vonsnieski,SC,[]
89213330,Nova Brasília,89213330,Joinville,,Rua Padre Bernardo,SC,[]
88521020,Guarujá,88521020,Lages,,Rua Tomé de Souza,SC,[]
88111484,Ipiranga,88111484,São José,,Rua Lauri de Souza Barbosa,SC,[]
89202350,Bucarein,89202350,Joinville,- até 1327 - lado ímpar,Rua Padre Kolb,SC,[]
